paper_id,gas_type,matched_pipeline_row,field,verdict
11,n2o,39.0,cc_terminating_time_raw,gold_blank_pipeline_filled
11,n2o,39.0,irrigation_raw,both_blank
11,n2o,39.0,fertilize_raw,gold_blank_pipeline_filled
11,n2o,39.0,cc_duration_years,gold_blank_pipeline_filled
11,n2o,39.0,location,mismatch
11,n2o,39.0,soil_texture_raw,gold_blank_pipeline_filled
11,n2o,39.0,gas_type,match
11,n2o,39.0,ghg_cc_mean,match
11,n2o,39.0,ghg_control_mean,match
11,n2o,39.0,ghg_cc_sd,pipeline_missed
11,n2o,39.0,ghg_control_sd,pipeline_missed
11,n2o,39.0,ghg_unit,gold_blank_pipeline_filled
11,n2o,39.0,ghg_n,gold_blank_pipeline_filled
11,n2o,41.0,doi,mismatch
11,n2o,41.0,latitude,match
11,n2o,41.0,longitude,match
11,n2o,41.0,year,gold_blank_pipeline_filled
11,n2o,41.0,country,match
11,n2o,41.0,cc_species,match
11,n2o,41.0,cc_category,match
11,n2o,41.0,tillage_type_raw,gold_blank_pipeline_filled
11,n2o,41.0,grain_crop_raw,match
11,n2o,41.0,cc_planting_time_raw,gold_blank_pipeline_filled
11,n2o,41.0,cc_terminating_time_raw,gold_blank_pipeline_filled
11,n2o,41.0,irrigation_raw,both_blank
11,n2o,41.0,fertilize_raw,gold_blank_pipeline_filled
11,n2o,41.0,cc_duration_years,gold_blank_pipeline_filled
11,n2o,41.0,location,mismatch
11,n2o,41.0,soil_texture_raw,gold_blank_pipeline_filled
11,n2o,41.0,gas_type,match
11,n2o,41.0,ghg_cc_mean,match
11,n2o,41.0,ghg_control_mean,match
11,n2o,41.0,ghg_cc_sd,pipeline_missed
11,n2o,41.0,ghg_control_sd,pipeline_missed
11,n2o,41.0,ghg_unit,gold_blank_pipeline_filled
11,n2o,41.0,ghg_n,gold_blank_pipeline_filled
11,n2o,43.0,doi,mismatch
11,n2o,43.0,latitude,match
11,n2o,43.0,longitude,match
11,n2o,43.0,year,gold_blank_pipeline_filled
11,n2o,43.0,country,match
11,n2o,43.0,cc_species,match
11,n2o,43.0,cc_category,match
11,n2o,43.0,tillage_type_raw,gold_blank_pipeline_filled
11,n2o,43.0,grain_crop_raw,match
11,n2o,43.0,cc_planting_time_raw,gold_blank_pipeline_filled
11,n2o,43.0,cc_terminating_time_raw,gold_blank_pipeline_filled
11,n2o,43.0,irrigation_raw,both_blank
11,n2o,43.0,fertilize_raw,gold_blank_pipeline_filled
11,n2o,43.0,cc_duration_years,gold_blank_pipeline_filled
11,n2o,43.0,location,mismatch
11,n2o,43.0,soil_texture_raw,gold_blank_pipeline_filled
11,n2o,43.0,gas_type,match
11,n2o,43.0,ghg_cc_mean,match
11,n2o,43.0,ghg_control_mean,match
11,n2o,43.0,ghg_cc_sd,pipeline_missed
11,n2o,43.0,ghg_control_sd,pipeline_missed
11,n2o,43.0,ghg_unit,gold_blank_pipeline_filled
11,n2o,43.0,ghg_n,gold_blank_pipeline_filled
11,n2o,45.0,doi,mismatch
11,n2o,45.0,latitude,match
11,n2o,45.0,longitude,match
11,n2o,45.0,year,gold_blank_pipeline_filled
11,n2o,45.0,country,match
11,n2o,45.0,cc_species,match
11,n2o,45.0,cc_category,match
11,n2o,45.0,tillage_type_raw,gold_blank_pipeline_filled
11,n2o,45.0,grain_crop_raw,match
11,n2o,45.0,cc_planting_time_raw,gold_blank_pipeline_filled
11,n2o,45.0,cc_terminating_time_raw,gold_blank_pipeline_filled
11,n2o,45.0,irrigation_raw,both_blank
11,n2o,45.0,fertilize_raw,gold_blank_pipeline_filled
11,n2o,45.0,cc_duration_years,gold_blank_pipeline_filled
11,n2o,45.0,location,mismatch
11,n2o,45.0,soil_texture_raw,gold_blank_pipeline_filled
11,n2o,45.0,gas_type,match
11,n2o,45.0,ghg_cc_mean,match
11,n2o,45.0,ghg_control_mean,match
11,n2o,45.0,ghg_cc_sd,pipeline_missed
11,n2o,45.0,ghg_control_sd,pipeline_missed
11,n2o,45.0,ghg_unit,gold_blank_pipeline_filled
11,n2o,45.0,ghg_n,gold_blank_pipeline_filled
14,n2o,,doi,pipeline_missed
14,n2o,,latitude,pipeline_missed
14,n2o,,longitude,pipeline_missed
14,n2o,,year,both_blank
14,n2o,,country,pipeline_missed
14,n2o,,cc_species,pipeline_missed
14,n2o,,cc_category,pipeline_missed
14,n2o,,tillage_type_raw,both_blank
14,n2o,,grain_crop_raw,pipeline_missed
14,n2o,,cc_planting_time_raw,both_blank
14,n2o,,cc_terminating_time_raw,both_blank
14,n2o,,irrigation_raw,both_blank
14,n2o,,fertilize_raw,both_blank
14,n2o,,cc_duration_years,both_blank
14,n2o,,location,pipeline_missed
14,n2o,,soil_texture_raw,both_blank
14,n2o,,gas_type,pipeline_missed
14,n2o,,ghg_cc_mean,pipeline_missed
14,n2o,,ghg_control_mean,pipeline_missed
14,n2o,,ghg_cc_sd,both_blank
14,n2o,,ghg_control_sd,both_blank
14,n2o,,ghg_unit,both_blank
14,n2o,,ghg_n,both_blank
14,n2o,,doi,pipeline_missed
14,n2o,,latitude,pipeline_missed
14,n2o,,longitude,pipeline_missed
14,n2o,,year,both_blank
14,n2o,,country,pipeline_missed
14,n2o,,cc_species,pipeline_missed
14,n2o,,cc_category,pipeline_missed
14,n2o,,tillage_type_raw,both_blank
14,n2o,,grain_crop_raw,pipeline_missed
14,n2o,,cc_planting_time_raw,both_blank
14,n2o,,cc_terminating_time_raw,both_blank
14,n2o,,irrigation_raw,both_blank
14,n2o,,fertilize_raw,both_blank
14,n2o,,cc_duration_years,both_blank
14,n2o,,location,pipeline_missed
14,n2o,,soil_texture_raw,both_blank
14,n2o,,gas_type,pipeline_missed
14,n2o,,ghg_cc_mean,pipeline_missed
14,n2o,,ghg_control_mean,pipeline_missed
14,n2o,,ghg_cc_sd,both_blank
14,n2o,,ghg_control_sd,both_blank
14,n2o,,ghg_unit,both_blank
14,n2o,,ghg_n,both_blank
22,n2o,47.0,doi,mismatch
22,n2o,47.0,latitude,mismatch
22,n2o,47.0,longitude,mismatch
22,n2o,47.0,year,gold_blank_pipeline_filled
22,n2o,47.0,country,match
22,n2o,47.0,cc_species,match
22,n2o,47.0,cc_category,match
22,n2o,47.0,tillage_type_raw,both_blank
22,n2o,47.0,grain_crop_raw,mismatch
22,n2o,47.0,cc_planting_time_raw,gold_blank_pipeline_filled
22,n2o,47.0,cc_terminating_time_raw,gold_blank_pipeline_filled
22,n2o,47.0,irrigation_raw,both_blank
22,n2o,47.0,fertilize_raw,both_blank
22,n2o,47.0,cc_duration_years,gold_blank_pipeline_filled
22,n2o,47.0,location,mismatch
22,n2o,47.0,soil_texture_raw,gold_blank_pipeline_filled
22,n2o,47.0,gas_type,match
22,n2o,47.0,ghg_cc_mean,mismatch
22,n2o,47.0,ghg_control_mean,mismatch
22,n2o,47.0,ghg_cc_sd,mismatch
22,n2o,47.0,ghg_control_sd,mismatch
22,n2o,47.0,ghg_unit,gold_blank_pipeline_filled
22,n2o,47.0,ghg_n,gold_blank_pipeline_filled
22,n2o,48.0,doi,mismatch
22,n2o,48.0,latitude,mismatch
22,n2o,48.0,longitude,mismatch
22,n2o,48.0,year,gold_blank_pipeline_filled
22,n2o,48.0,country,match
22,n2o,48.0,cc_species,match
22,n2o,48.0,cc_category,match
22,n2o,48.0,tillage_type_raw,both_blank
22,n2o,48.0,grain_crop_raw,mismatch
22,n2o,48.0,cc_planting_time_raw,gold_blank_pipeline_filled
22,n2o,48.0,cc_terminating_time_raw,gold_blank_pipeline_filled
22,n2o,48.0,irrigation_raw,both_blank
22,n2o,48.0,fertilize_raw,both_blank
22,n2o,48.0,cc_duration_years,gold_blank_pipeline_filled
22,n2o,48.0,location,mismatch
22,n2o,48.0,soil_texture_raw,gold_blank_pipeline_filled
22,n2o,48.0,gas_type,match
22,n2o,48.0,ghg_cc_mean,mismatch
22,n2o,48.0,ghg_control_mean,mismatch
22,n2o,48.0,ghg_cc_sd,mismatch
22,n2o,48.0,ghg_control_sd,mismatch
22,n2o,48.0,ghg_unit,gold_blank_pipeline_filled
22,n2o,48.0,ghg_n,gold_blank_pipeline_filled
27,n2o,,doi,pipeline_missed
27,n2o,,latitude,pipeline_missed
27,n2o,,longitude,pipeline_missed
27,n2o,,year,pipeline_missed
27,n2o,,country,pipeline_missed
27,n2o,,cc_species,pipeline_missed
27,n2o,,cc_category,pipeline_missed
27,n2o,,tillage_type_raw,pipeline_missed
27,n2o,,grain_crop_raw,pipeline_missed
27,n2o,,cc_planting_time_raw,pipeline_missed
27,n2o,,cc_terminating_time_raw,pipeline_missed
27,n2o,,irrigation_raw,both_blank
27,n2o,,fertilize_raw,pipeline_missed
27,n2o,,cc_duration_years,pipeline_missed
27,n2o,,location,pipeline_missed
27,n2o,,soil_texture_raw,both_blank
27,n2o,,gas_type,pipeline_missed
27,n2o,,ghg_cc_mean,pipeline_missed
27,n2o,,ghg_control_mean,pipeline_missed
27,n2o,,ghg_cc_sd,both_blank
27,n2o,,ghg_control_sd,both_blank
27,n2o,,ghg_unit,pipeline_missed
27,n2o,,ghg_n,both_blank
27,n2o,,doi,pipeline_missed
27,n2o,,latitude,pipeline_missed
27,n2o,,longitude,pipeline_missed
27,n2o,,year,pipeline_missed
27,n2o,,country,pipeline_missed
27,n2o,,cc_species,pipeline_missed
27,n2o,,cc_category,pipeline_missed
27,n2o,,tillage_type_raw,pipeline_missed
27,n2o,,grain_crop_raw,pipeline_missed
27,n2o,,cc_planting_time_raw,pipeline_missed
27,n2o,,cc_terminating_time_raw,pipeline_missed
27,n2o,,irrigation_raw,both_blank
27,n2o,,fertilize_raw,pipeline_missed
27,n2o,,cc_duration_years,pipeline_missed
27,n2o,,location,pipeline_missed
27,n2o,,soil_texture_raw,both_blank
27,n2o,,gas_type,pipeline_missed
27,n2o,,ghg_cc_mean,pipeline_missed
27,n2o,,ghg_control_mean,pipeline_missed
27,n2o,,ghg_cc_sd,both_blank
27,n2o,,ghg_control_sd,both_blank
27,n2o,,ghg_unit,pipeline_missed
27,n2o,,ghg_n,both_blank
27,n2o,,doi,pipeline_missed
27,n2o,,latitude,pipeline_missed
27,n2o,,longitude,pipeline_missed
27,n2o,,year,pipeline_missed
27,n2o,,country,pipeline_missed
27,n2o,,cc_species,pipeline_missed
27,n2o,,cc_category,pipeline_missed
27,n2o,,tillage_type_raw,pipeline_missed
27,n2o,,grain_crop_raw,pipeline_missed
27,n2o,,cc_planting_time_raw,pipeline_missed
27,n2o,,cc_terminating_time_raw,pipeline_missed
27,n2o,,irrigation_raw,both_blank
27,n2o,,fertilize_raw,pipeline_missed
27,n2o,,cc_duration_years,pipeline_missed
27,n2o,,location,pipeline_missed
27,n2o,,soil_texture_raw,both_blank
27,n2o,,gas_type,pipeline_missed
27,n2o,,ghg_cc_mean,pipeline_missed
27,n2o,,ghg_control_mean,pipeline_missed
27,n2o,,ghg_cc_sd,both_blank
27,n2o,,ghg_control_sd,both_blank
27,n2o,,ghg_unit,pipeline_missed
27,n2o,,ghg_n,both_blank
27,n2o,,doi,pipeline_missed
27,n2o,,latitude,pipeline_missed
27,n2o,,longitude,pipeline_missed
27,n2o,,year,pipeline_missed
27,n2o,,country,pipeline_missed
27,n2o,,cc_species,pipeline_missed
27,n2o,,cc_category,pipeline_missed
27,n2o,,tillage_type_raw,pipeline_missed
27,n2o,,grain_crop_raw,pipeline_missed
27,n2o,,cc_planting_time_raw,pipeline_missed
27,n2o,,cc_terminating_time_raw,pipeline_missed
27,n2o,,irrigation_raw,both_blank
27,n2o,,fertilize_raw,pipeline_missed
27,n2o,,cc_duration_years,pipeline_missed
27,n2o,,location,pipeline_missed
27,n2o,,soil_texture_raw,both_blank
27,n2o,,gas_type,pipeline_missed
27,n2o,,ghg_cc_mean,pipeline_missed
27,n2o,,ghg_control_mean,pipeline_missed
27,n2o,,ghg_cc_sd,both_blank
27,n2o,,ghg_control_sd,both_blank
27,n2o,,ghg_unit,pipeline_missed
27,n2o,,ghg_n,both_blank
27,n2o,,doi,pipeline_missed
27,n2o,,latitude,pipeline_missed
27,n2o,,longitude,pipeline_missed
27,n2o,,year,pipeline_missed
27,n2o,,country,pipeline_missed
27,n2o,,cc_species,pipeline_missed
27,n2o,,cc_category,pipeline_missed
27,n2o,,tillage_type_raw,pipeline_missed
27,n2o,,grain_crop_raw,pipeline_missed
27,n2o,,cc_planting_time_raw,pipeline_missed
27,n2o,,cc_terminating_time_raw,pipeline_missed
27,n2o,,irrigation_raw,both_blank
27,n2o,,fertilize_raw,pipeline_missed
27,n2o,,cc_duration_years,pipeline_missed
27,n2o,,location,pipeline_missed
27,n2o,,soil_texture_raw,both_blank
27,n2o,,gas_type,pipeline_missed
27,n2o,,ghg_cc_mean,pipeline_missed
27,n2o,,ghg_control_mean,pipeline_missed
27,n2o,,ghg_cc_sd,both_blank
27,n2o,,ghg_control_sd,both_blank
27,n2o,,ghg_unit,pipeline_missed
27,n2o,,ghg_n,both_blank
27,n2o,,doi,pipeline_missed
27,n2o,,latitude,pipeline_missed
27,n2o,,longitude,pipeline_missed
27,n2o,,year,pipeline_missed
27,n2o,,country,pipeline_missed
27,n2o,,cc_species,pipeline_missed
27,n2o,,cc_category,pipeline_missed
27,n2o,,tillage_type_raw,pipeline_missed
27,n2o,,grain_crop_raw,pipeline_missed
27,n2o,,cc_planting_time_raw,pipeline_missed
27,n2o,,cc_terminating_time_raw,pipeline_missed
27,n2o,,irrigation_raw,both_blank
27,n2o,,fertilize_raw,pipeline_missed
27,n2o,,cc_duration_years,pipeline_missed
27,n2o,,location,pipeline_missed
27,n2o,,soil_texture_raw,both_blank
27,n2o,,gas_type,pipeline_missed
27,n2o,,ghg_cc_mean,pipeline_missed
27,n2o,,ghg_control_mean,pipeline_missed
27,n2o,,ghg_cc_sd,both_blank
27,n2o,,ghg_control_sd,both_blank
27,n2o,,ghg_unit,pipeline_missed
27,n2o,,ghg_n,both_blank
34,n2o,,doi,pipeline_missed
34,n2o,,latitude,pipeline_missed
34,n2o,,longitude,pipeline_missed
34,n2o,,year,pipeline_missed
34,n2o,,country,pipeline_missed
34,n2o,,cc_species,pipeline_missed
34,n2o,,cc_category,pipeline_missed
34,n2o,,tillage_type_raw,both_blank
34,n2o,,grain_crop_raw,pipeline_missed
34,n2o,,cc_planting_time_raw,both_blank
34,n2o,,cc_terminating_time_raw,both_blank
34,n2o,,irrigation_raw,both_blank
34,n2o,,fertilize_raw,both_blank
34,n2o,,cc_duration_years,both_blank
34,n2o,,location,pipeline_missed
34,n2o,,soil_texture_raw,both_blank
34,n2o,,gas_type,pipeline_missed
34,n2o,,ghg_cc_mean,pipeline_missed
34,n2o,,ghg_control_mean,pipeline_missed
34,n2o,,ghg_cc_sd,both_blank
34,n2o,,ghg_control_sd,both_blank
34,n2o,,ghg_unit,both_blank
34,n2o,,ghg_n,both_blank
35,co2,,doi,pipeline_missed
35,co2,,latitude,pipeline_missed
35,co2,,longitude,pipeline_missed
35,co2,,year,both_blank
35,co2,,country,pipeline_missed
35,co2,,cc_species,pipeline_missed
35,co2,,cc_category,pipeline_missed
35,co2,,tillage_type_raw,pipeline_missed
35,co2,,grain_crop_raw,pipeline_missed
35,co2,,cc_planting_time_raw,both_blank
35,co2,,cc_terminating_time_raw,both_blank
35,co2,,irrigation_raw,both_blank
35,co2,,fertilize_raw,pipeline_missed
35,co2,,cc_duration_years,both_blank
35,co2,,location,pipeline_missed
35,co2,,soil_texture_raw,both_blank
35,co2,,gas_type,pipeline_missed
35,co2,,ghg_cc_mean,pipeline_missed
35,co2,,ghg_control_mean,pipeline_missed
35,co2,,ghg_cc_sd,pipeline_missed
35,co2,,ghg_control_sd,pipeline_missed
35,co2,,ghg_unit,both_blank
35,co2,,ghg_n,both_blank
35,n2o,,doi,pipeline_missed
35,n2o,,latitude,pipeline_missed
35,n2o,,longitude,pipeline_missed
35,n2o,,year,both_blank
35,n2o,,country,pipeline_missed
35,n2o,,cc_species,pipeline_missed
35,n2o,,cc_category,pipeline_missed
35,n2o,,tillage_type_raw,pipeline_missed
35,n2o,,grain_crop_raw,pipeline_missed
35,n2o,,cc_planting_time_raw,both_blank
35,n2o,,cc_terminating_time_raw,both_blank
35,n2o,,irrigation_raw,both_blank
35,n2o,,fertilize_raw,pipeline_missed
35,n2o,,cc_duration_years,both_blank
35,n2o,,location,pipeline_missed
35,n2o,,soil_texture_raw,both_blank
35,n2o,,gas_type,pipeline_missed
35,n2o,,ghg_cc_mean,pipeline_missed
35,n2o,,ghg_control_mean,pipeline_missed
35,n2o,,ghg_cc_sd,pipeline_missed
35,n2o,,ghg_control_sd,pipeline_missed
35,n2o,,ghg_unit,pipeline_missed
35,n2o,,ghg_n,both_blank
35,ch4,,doi,pipeline_missed
35,ch4,,latitude,pipeline_missed
35,ch4,,longitude,pipeline_missed
35,ch4,,year,both_blank
35,ch4,,country,pipeline_missed
35,ch4,,cc_species,pipeline_missed
35,ch4,,cc_category,pipeline_missed
35,ch4,,tillage_type_raw,pipeline_missed
35,ch4,,grain_crop_raw,pipeline_missed
35,ch4,,cc_planting_time_raw,both_blank
35,ch4,,cc_terminating_time_raw,both_blank
35,ch4,,irrigation_raw,both_blank
35,ch4,,fertilize_raw,pipeline_missed
35,ch4,,cc_duration_years,both_blank
35,ch4,,location,pipeline_missed
35,ch4,,soil_texture_raw,both_blank
35,ch4,,gas_type,pipeline_missed
35,ch4,,ghg_cc_mean,pipeline_missed
35,ch4,,ghg_control_mean,pipeline_missed
35,ch4,,ghg_cc_sd,pipeline_missed
35,ch4,,ghg_control_sd,pipeline_missed
35,ch4,,ghg_unit,both_blank
35,ch4,,ghg_n,both_blank
39,n2o,,doi,pipeline_missed
39,n2o,,latitude,pipeline_missed
39,n2o,,longitude,pipeline_missed
39,n2o,,year,pipeline_missed
39,n2o,,country,pipeline_missed
39,n2o,,cc_species,pipeline_missed
39,n2o,,cc_category,pipeline_missed
39,n2o,,tillage_type_raw,pipeline_missed
39,n2o,,grain_crop_raw,pipeline_missed
39,n2o,,cc_planting_time_raw,pipeline_missed
39,n2o,,cc_terminating_time_raw,pipeline_missed
39,n2o,,irrigation_raw,both_blank
39,n2o,,fertilize_raw,pipeline_missed
39,n2o,,cc_duration_years,both_blank
39,n2o,,location,pipeline_missed
39,n2o,,soil_texture_raw,pipeline_missed
39,n2o,,gas_type,pipeline_missed
39,n2o,,ghg_cc_mean,pipeline_missed
39,n2o,,ghg_control_mean,pipeline_missed
39,n2o,,ghg_cc_sd,pipeline_missed
39,n2o,,ghg_control_sd,pipeline_missed
39,n2o,,ghg_unit,pipeline_missed
39,n2o,,ghg_n,both_blank
41,n2o,82.0,doi,mismatch
41,n2o,82.0,latitude,match
41,n2o,82.0,longitude,match
41,n2o,82.0,year,mismatch
41,n2o,82.0,country,match
41,n2o,82.0,cc_species,mismatch
41,n2o,82.0,cc_category,match
41,n2o,82.0,tillage_type_raw,mismatch
41,n2o,82.0,grain_crop_raw,match
41,n2o,82.0,cc_planting_time_raw,mismatch
41,n2o,82.0,cc_terminating_time_raw,both_blank
41,n2o,82.0,irrigation_raw,gold_blank_pipeline_filled
41,n2o,82.0,fertilize_raw,mismatch
41,n2o,82.0,cc_duration_years,mismatch
41,n2o,82.0,location,mismatch
41,n2o,82.0,soil_texture_raw,match
41,n2o,82.0,gas_type,match
41,n2o,82.0,ghg_cc_mean,mismatch
41,n2o,82.0,ghg_control_mean,mismatch
41,n2o,82.0,ghg_cc_sd,both_blank
41,n2o,82.0,ghg_control_sd,both_blank
41,n2o,82.0,ghg_unit,mismatch
41,n2o,82.0,ghg_n,both_blank
74,n2o,,doi,both_blank
74,n2o,,latitude,pipeline_missed
74,n2o,,longitude,pipeline_missed
74,n2o,,year,both_blank
74,n2o,,country,pipeline_missed
74,n2o,,cc_species,both_blank
74,n2o,,cc_category,pipeline_missed
74,n2o,,tillage_type_raw,both_blank
74,n2o,,grain_crop_raw,both_blank
74,n2o,,cc_planting_time_raw,both_blank
74,n2o,,cc_terminating_time_raw,both_blank
74,n2o,,irrigation_raw,both_blank
74,n2o,,fertilize_raw,both_blank
74,n2o,,cc_duration_years,both_blank
74,n2o,,location,both_blank
74,n2o,,soil_texture_raw,both_blank
74,n2o,,gas_type,pipeline_missed
74,n2o,,ghg_cc_mean,pipeline_missed
74,n2o,,ghg_control_mean,pipeline_missed
74,n2o,,ghg_cc_sd,pipeline_missed
74,n2o,,ghg_control_sd,pipeline_missed
74,n2o,,ghg_unit,both_blank
74,n2o,,ghg_n,both_blank
80,n2o,,doi,both_blank
80,n2o,,latitude,pipeline_missed
80,n2o,,longitude,pipeline_missed
80,n2o,,year,both_blank
80,n2o,,country,pipeline_missed
80,n2o,,cc_species,both_blank
80,n2o,,cc_category,pipeline_missed
80,n2o,,tillage_type_raw,both_blank
80,n2o,,grain_crop_raw,pipeline_missed
80,n2o,,cc_planting_time_raw,both_blank
80,n2o,,cc_terminating_time_raw,both_blank
80,n2o,,irrigation_raw,both_blank
80,n2o,,fertilize_raw,both_blank
80,n2o,,cc_duration_years,both_blank
80,n2o,,location,both_blank
80,n2o,,soil_texture_raw,both_blank
80,n2o,,gas_type,pipeline_missed
80,n2o,,ghg_cc_mean,pipeline_missed
80,n2o,,ghg_control_mean,pipeline_missed
80,n2o,,ghg_cc_sd,pipeline_missed
80,n2o,,ghg_control_sd,pipeline_missed
80,n2o,,ghg_unit,both_blank
80,n2o,,ghg_n,both_blank
80,ch4,,doi,both_blank
80,ch4,,latitude,pipeline_missed
80,ch4,,longitude,pipeline_missed
80,ch4,,year,both_blank
80,ch4,,country,pipeline_missed
80,ch4,,cc_species,both_blank
80,ch4,,cc_category,pipeline_missed
80,ch4,,tillage_type_raw,both_blank
80,ch4,,grain_crop_raw,pipeline_missed
80,ch4,,cc_planting_time_raw,both_blank
80,ch4,,cc_terminating_time_raw,both_blank
80,ch4,,irrigation_raw,both_blank
80,ch4,,fertilize_raw,both_blank
80,ch4,,cc_duration_years,both_blank
80,ch4,,location,both_blank
80,ch4,,soil_texture_raw,both_blank
80,ch4,,gas_type,pipeline_missed
80,ch4,,ghg_cc_mean,pipeline_missed
80,ch4,,ghg_control_mean,pipeline_missed
80,ch4,,ghg_cc_sd,pipeline_missed
80,ch4,,ghg_control_sd,pipeline_missed
80,ch4,,ghg_unit,both_blank
80,ch4,,ghg_n,both_blank
82,n2o,,doi,both_blank
82,n2o,,latitude,pipeline_missed
82,n2o,,longitude,pipeline_missed
82,n2o,,year,both_blank
82,n2o,,country,pipeline_missed
82,n2o,,cc_species,both_blank
82,n2o,,cc_category,pipeline_missed
82,n2o,,tillage_type_raw,both_blank
82,n2o,,grain_crop_raw,both_blank
82,n2o,,cc_planting_time_raw,both_blank
82,n2o,,cc_terminating_time_raw,both_blank
82,n2o,,irrigation_raw,both_blank
82,n2o,,fertilize_raw,both_blank
82,n2o,,cc_duration_years,both_blank
82,n2o,,location,both_blank
82,n2o,,soil_texture_raw,both_blank
82,n2o,,gas_type,pipeline_missed
82,n2o,,ghg_cc_mean,pipeline_missed
82,n2o,,ghg_control_mean,pipeline_missed
82,n2o,,ghg_cc_sd,pipeline_missed
82,n2o,,ghg_control_sd,pipeline_missed
82,n2o,,ghg_unit,both_blank
82,n2o,,ghg_n,both_blank
104,n2o,,doi,both_blank
104,n2o,,latitude,pipeline_missed
104,n2o,,longitude,pipeline_missed
104,n2o,,year,both_blank
104,n2o,,country,pipeline_missed
104,n2o,,cc_species,both_blank
104,n2o,,cc_category,pipeline_missed
104,n2o,,tillage_type_raw,both_blank
104,n2o,,grain_crop_raw,both_blank
104,n2o,,cc_planting_time_raw,both_blank
104,n2o,,cc_terminating_time_raw,both_blank
104,n2o,,irrigation_raw,both_blank
104,n2o,,fertilize_raw,both_blank
104,n2o,,cc_duration_years,both_blank
104,n2o,,location,both_blank
104,n2o,,soil_texture_raw,both_blank
104,n2o,,gas_type,pipeline_missed
104,n2o,,ghg_cc_mean,pipeline_missed
104,n2o,,ghg_control_mean,pipeline_missed
104,n2o,,ghg_cc_sd,pipeline_missed
104,n2o,,ghg_control_sd,pipeline_missed
104,n2o,,ghg_unit,both_blank
104,n2o,,ghg_n,both_blank
104,n2o,,doi,both_blank
104,n2o,,latitude,pipeline_missed
104,n2o,,longitude,pipeline_missed
104,n2o,,year,both_blank
104,n2o,,country,pipeline_missed
104,n2o,,cc_species,both_blank
104,n2o,,cc_category,pipeline_missed
104,n2o,,tillage_type_raw,both_blank
104,n2o,,grain_crop_raw,both_blank
104,n2o,,cc_planting_time_raw,both_blank
104,n2o,,cc_terminating_time_raw,both_blank
104,n2o,,irrigation_raw,pipeline_missed
104,n2o,,fertilize_raw,both_blank
104,n2o,,cc_duration_years,both_blank
104,n2o,,location,both_blank
104,n2o,,soil_texture_raw,both_blank
104,n2o,,gas_type,pipeline_missed
104,n2o,,ghg_cc_mean,pipeline_missed
104,n2o,,ghg_control_mean,pipeline_missed
104,n2o,,ghg_cc_sd,pipeline_missed
104,n2o,,ghg_control_sd,pipeline_missed
104,n2o,,ghg_unit,both_blank
104,n2o,,ghg_n,both_blank
104,n2o,,doi,both_blank
104,n2o,,latitude,pipeline_missed
104,n2o,,longitude,pipeline_missed
104,n2o,,year,both_blank
104,n2o,,country,pipeline_missed
104,n2o,,cc_species,both_blank
104,n2o,,cc_category,pipeline_missed
104,n2o,,tillage_type_raw,both_blank
104,n2o,,grain_crop_raw,both_blank
104,n2o,,cc_planting_time_raw,both_blank
104,n2o,,cc_terminating_time_raw,both_blank
104,n2o,,irrigation_raw,pipeline_missed
104,n2o,,fertilize_raw,both_blank
104,n2o,,cc_duration_years,both_blank
104,n2o,,location,both_blank
104,n2o,,soil_texture_raw,both_blank
104,n2o,,gas_type,pipeline_missed
104,n2o,,ghg_cc_mean,pipeline_missed
104,n2o,,ghg_control_mean,pipeline_missed
104,n2o,,ghg_cc_sd,pipeline_missed
104,n2o,,ghg_control_sd,pipeline_missed
104,n2o,,ghg_unit,both_blank
104,n2o,,ghg_n,both_blank
107,n2o,,doi,both_blank
107,n2o,,latitude,pipeline_missed
107,n2o,,longitude,pipeline_missed
107,n2o,,year,both_blank
107,n2o,,country,pipeline_missed
107,n2o,,cc_species,both_blank
107,n2o,,cc_category,pipeline_missed
107,n2o,,tillage_type_raw,both_blank
107,n2o,,grain_crop_raw,pipeline_missed
107,n2o,,cc_planting_time_raw,both_blank
107,n2o,,cc_terminating_time_raw,both_blank
107,n2o,,irrigation_raw,both_blank
107,n2o,,fertilize_raw,both_blank
107,n2o,,cc_duration_years,both_blank
107,n2o,,location,both_blank
107,n2o,,soil_texture_raw,both_blank
107,n2o,,gas_type,pipeline_missed
107,n2o,,ghg_cc_mean,pipeline_missed
107,n2o,,ghg_control_mean,pipeline_missed
107,n2o,,ghg_cc_sd,pipeline_missed
107,n2o,,ghg_control_sd,pipeline_missed
107,n2o,,ghg_unit,both_blank
107,n2o,,ghg_n,both_blank
107,ch4,,doi,both_blank
107,ch4,,latitude,pipeline_missed
107,ch4,,longitude,pipeline_missed
107,ch4,,year,both_blank
107,ch4,,country,pipeline_missed
107,ch4,,cc_species,both_blank
107,ch4,,cc_category,pipeline_missed
107,ch4,,tillage_type_raw,both_blank
107,ch4,,grain_crop_raw,pipeline_missed
107,ch4,,cc_planting_time_raw,both_blank
107,ch4,,cc_terminating_time_raw,both_blank
107,ch4,,irrigation_raw,both_blank
107,ch4,,fertilize_raw,both_blank
107,ch4,,cc_duration_years,both_blank
107,ch4,,location,both_blank
107,ch4,,soil_texture_raw,both_blank
107,ch4,,gas_type,pipeline_missed
107,ch4,,ghg_cc_mean,pipeline_missed
107,ch4,,ghg_control_mean,pipeline_missed
107,ch4,,ghg_cc_sd,pipeline_missed
