id,src_id,paper_id,paper_citation_APA,paper_doi,study_source,latitude,longitude,year,cropping_system_category,cropping_system_classification,CC_species,CC_types,cash_crop_specices,cash_crop_specices2,co2_cc,co2_cc_sd,co2_no_cc,co2_no_cc_sd,co2_n,co2_unit,tillage,residue_management,SOC_initial,SOC_initial_Unit,n2o_cc,n2o_no_cc,n2o_cc_sd,n2o_no_cc_sd,n2o_unit,FerStatus,N_fertilization,N_fertilization_unit,ch4_cc,ch4_no_cc,ch4_cc_sd,ch4_no_cc_sd,ch4_unit,duplicated_src,country,Trail/Commercial,region_state,specific_location,alt_m,soil_texture,prep,tem,dryland/non dryland,mixture_types,mixture_propotion,CC_plant_date,CC_end_date,CC.days,CC.duration,CC.aid,CC_plant_type,CC_plant_rate,CC_end_type,Plot_Area_ha,replications,nextMC_plant_date,MC_end_date,MC.days,MC _history,cash_crop_type,GHG-season,samplesize,SD,management combination,Initial_SOC,Initial_C_unit,Initial_TC,Initial_TN,Unnamed: 73,irrigation,irrigation_mm,BD,BD_unit,CEC,pH,soil_no3,soil_no3_unit,soil_nh4,soil_nh4_unit,soilTexture,TopographicalPosition,soilMoisture,soilMoisture_unite,WFPS,soilTem,cc_Dry_Biomass,ccBiomass_raw,CN_ratio,ccResidualsInput,cash_crop_season,manul checked & revised
167,58,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Barley,non-legume,Corn,,,,,,,,,,,,1.91,4.6,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,59,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Hairy Vetch,legume,Corn,,,,,,,,,,,,2.45,4.6,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,61,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Barley,non-legume,Corn,,,,,,,,,,,,1.24,4.09,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,62,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Hairy Vetch,legume,Corn,,,,,,,,,,,,1.97,4.09,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,64,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Barley,non-legume,Corn,,,,,,,,,,,,1.54,5.0,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,65,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Hairy Vetch,legume,Corn,,,,,,,,,,,,1.79,5.0,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,67,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Barley,non-legume,Corn,,,,,,,,,,,,0.93,4.19,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,68,3,"Cuello, J.P., Hwang, H.Y., Gutierrez, J., Kim, S.Y., & Kim, P.J. (2015). Impacts of plastic film mulching on increasing greenhouse gas emissions in temperate upland soil during maize cultivation. Applied Soil Ecology, 91, 48-57.",http://doi.org/10.1016/j.apsoil.2015.02.007,3,36.833333,128.433333,,Temperate upland annual cropland,South Korea upland corn rotation (temperate),Hairy Vetch,legume,Corn,,,,,,,,,,,,1.48,4.19,,,,yes,Baseline w/ npk 186,kg N ha⁻¹,,,,,,,South Korea,,Gyeongsang,Jinju,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,86,19,"Sanz-Cobena, A., García-Marco, S., Quemada, M., Gabriel, J. L., Almendros, P., & Vallejo, A. (2014). Do cover crops enhance N2O, CO2 or CH4 emissions from soil in Mediterranean arable systems?. Science of the total Environment, 466, 164-174.",https://doi.org/10.1016/j.scitotenv.2013.07.023,3,40.05,-3.51666666666667,2010.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Vetch,legume,Corn,UPLAND/DRYLAND,1.40852,0.4914,1.11872,0.383,,Mg CO₂–C ha⁻¹/ t CO₂–C ha⁻¹,nt,not incorporated,19.0,g/kg,0.17009,0.17,0.09,0.12,kg N₂O–N ha⁻¹,yes,210, ammonium nitrate (AN: NH4NO3 33.50% N,-0.21,-0.2,0.13,0.06,kg CH4–C ha−1,"y (2,4)",Spain,Trail,,la Chimenea field station in  Madrid,550.0,Loam,361.5,14.3,,,,2009-10-05,2010-03-18,189.0,1.0,,,150 kg ha− 1,herbcide_glyphosate,0.014,3.0,2010-04-13,2010-10-07 00:00:00,177.0,,,summer,3,0.01,,,,18.51 g kg− 1,,,irrigated,760,1.36,,,8.23,,,,,,,,,,,1984.0,kg ha− 1,14.4609375,,,
187,87,19,"Sanz-Cobena, A., García-Marco, S., Quemada, M., Gabriel, J. L., Almendros, P., & Vallejo, A. (2014). Do cover crops enhance N2O, CO2 or CH4 emissions from soil in Mediterranean arable systems?. Science of the total Environment, 466, 164-174.",https://doi.org/10.1016/j.scitotenv.2013.07.023,3,40.05,-3.51666666666667,2010.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Barley,non-legume,Corn,UPLAND/DRYLAND,1.30665,0.44933,1.11872,0.383,,Mg CO₂–C ha⁻¹/ t CO₂–C ha⁻¹,nt,not incorporated,19.0,g/kg,0.16044,0.17,0.03,0.12,kg N₂O–N ha⁻¹,yes,210, ammonium nitrate (AN: NH4NO3 33.50% N,-0.03,-0.2,0.15,0.06,kg CH4–C ha−1,"y (2,4)",Spain,Trail,,la Chimenea field station in  Madrid,550.0,Loam,361.5,14.3,,,,2009-10-05,2010-03-18,189.0,1.0,,,180 kg ha− 1,herbcide_glyphosate,0.014,3.0,2010-04-13,2010-10-07 00:00:00,177.0,,,summer,3,0.01,,,,18.51 g kg− 1,,,irrigated,760,1.36,,,8.23,,,,,,,,,,,4114.0,kg ha− 1,14.4609375,,,
188,88,19,"Sanz-Cobena, A., García-Marco, S., Quemada, M., Gabriel, J. L., Almendros, P., & Vallejo, A. (2014). Do cover crops enhance N2O, CO2 or CH4 emissions from soil in Mediterranean arable systems?. Science of the total Environment, 466, 164-174.",https://doi.org/10.1016/j.scitotenv.2013.07.023,3,40.05,-3.51666666666667,2010.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Rapeseed,non-legume,Corn,UPLAND/DRYLAND,1.24641,0.4985,1.11872,0.383,,Mg CO₂–C ha⁻¹/ t CO₂–C ha⁻¹,nt,not incorporated,19.0,g/kg,0.24008,0.17,0.09,0.12,kg N₂O–N ha⁻¹,yes,210, ammonium nitrate (AN: NH4NO3 33.50% N,0.05,-0.2,0.03,0.06,kg CH4–C ha−1,"y (2,4)",Spain,Trail,,la Chimenea field station in  Madrid,550.0,Loam,361.5,14.3,,,,2009-10-05,2010-03-18,189.0,1.0,,,6 kg ha− 1,herbcide_glyphosate,0.014,3.0,2010-04-13,2010-10-07 00:00:00,177.0,,,summer,3,0.01,,,,18.51 g kg− 1,,,irrigated,760,1.36,,,8.23,,,,,,,,,,,2070.0,kg ha− 1,14.4609375,,,
189,91,19,"Sanz-Cobena, A., García-Marco, S., Quemada, M., Gabriel, J. L., Almendros, P., & Vallejo, A. (2014). Do cover crops enhance N2O, CO2 or CH4 emissions from soil in Mediterranean arable systems?. Science of the total Environment, 466, 164-174.",https://doi.org/10.1016/j.scitotenv.2013.07.023,3,40.05,-3.51666666666667,2010.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Vetch,legume,Corn,UPLAND/DRYLAND,1.31818,0.71936,1.19343,0.672,,Mg CO₂–C ha⁻¹/ t CO₂–C ha⁻¹,ct,incorporated,19.0,g/kg,0.13015,0.12,0.01,0.09,kg N₂O–N ha⁻¹,yes,210, ammonium nitrate (AN: NH4NO3 33.50% N,-0.02,-0.19,0.19,0.13,kg CH4–C ha−1,"y (2,4)",Spain,Trail,,la Chimenea field station in  Madrid,550.0,Loam,361.5,14.3,,,,2009-10-05,2010-03-18,189.0,1.0,,,150 kg ha− 1,herbcide_glyphosate,0.014,3.0,2010-04-13,2010-10-07 00:00:00,177.0,,,summer,3,0.01,,,,18.51 g kg− 1,,,irrigated,760,1.36,,,8.23,,,,,,,,,,,1984.0,kg ha− 1,14.4609375,,,
190,92,19,"Sanz-Cobena, A., García-Marco, S., Quemada, M., Gabriel, J. L., Almendros, P., & Vallejo, A. (2014). Do cover crops enhance N2O, CO2 or CH4 emissions from soil in Mediterranean arable systems?. Science of the total Environment, 466, 164-174.",https://doi.org/10.1016/j.scitotenv.2013.07.023,3,40.05,-3.51666666666667,2010.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Barley,non-legume,Corn,UPLAND/DRYLAND,1.65791,0.78088,1.19343,0.672,,Mg CO₂–C ha⁻¹/ t CO₂–C ha⁻¹,ct,incorporated,19.0,g/kg,0.27011,0.12,0.16,0.09,kg N₂O–N ha⁻¹,yes,210, ammonium nitrate (AN: NH4NO3 33.50% N,-0.01,-0.19,0.08,0.13,kg CH4–C ha−1,"y (2,4)",Spain,Trail,,la Chimenea field station in  Madrid,550.0,Loam,361.5,14.3,,,,2009-10-05,2010-03-18,189.0,1.0,,,180 kg ha− 1,herbcide_glyphosate,0.014,3.0,2010-04-13,2010-10-07 00:00:00,177.0,,,summer,3,0.01,,,,18.51 g kg− 1,,,irrigated,760,1.36,,,8.23,,,,,,,,,,,4114.0,kg ha− 1,14.4609375,,,
191,93,19,"Sanz-Cobena, A., García-Marco, S., Quemada, M., Gabriel, J. L., Almendros, P., & Vallejo, A. (2014). Do cover crops enhance N2O, CO2 or CH4 emissions from soil in Mediterranean arable systems?. Science of the total Environment, 466, 164-174.",https://doi.org/10.1016/j.scitotenv.2013.07.023,3,40.05,-3.51666666666667,2010.0,Mediterranean–semiarid upland cropland,Spain Mediterranean arable/horticulture,Rapeseed,non-legume,Corn,UPLAND/DRYLAND,1.73652,0.23055,1.19343,0.672,,Mg CO₂–C ha⁻¹/ t CO₂–C ha⁻¹,ct,incorporated,19.0,g/kg,0.29052,0.12,0.3,0.09,kg N₂O–N ha⁻¹,yes,210, ammonium nitrate (AN: NH4NO3 33.50% N,-0.12,-0.19,0.12,0.13,kg CH4–C ha−1,"y (2,4)",Spain,Trail,,la Chimenea field station in  Madrid,550.0,Loam,361.5,14.3,,,,2009-10-05,2010-03-18,189.0,1.0,,,6 kg ha− 1,herbcide_glyphosate,0.014,3.0,2010-04-13,2010-10-07 00:00:00,177.0,,,summer,3,0.01,,,,18.51 g kg− 1,,,irrigated,760,1.36,,,8.23,,,,,,,,,,,2070.0,kg ha− 1,14.4609375,,,
199,111,33,"Parkin, T.B., & Kaspar, T.C. (2006). Nitrous oxide emissions from corn-soybean in the Midwest. Journal of Environmental Quality, 35, 1496-1506.",https://doi.org/10.2134/jeq2005.0183,3,42.02008,-93.77008,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Winter Rye,non-legume,Corn,,,,,,,,,,,,7.62,7.87,2.17,3.97,,,,,,,,,,,USA,,Iowa,Ames,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,114,33,"Parkin, T.B., & Kaspar, T.C. (2006). Nitrous oxide emissions from corn-soybean in the Midwest. Journal of Environmental Quality, 35, 1496-1506.",https://doi.org/10.2134/jeq2005.0183,3,42.02008,-93.77008,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Winter Rye,non-legume,Soybean,,,,,,,,,,,,2.28,2.17,0.31,0.3,,no,,,,,,,,,USA,,Iowa,Ames,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,117,33,"Parkin, T.B., & Kaspar, T.C. (2006). Nitrous oxide emissions from corn-soybean in the Midwest. Journal of Environmental Quality, 35, 1496-1506.",https://doi.org/10.2134/jeq2005.0183,3,42.02008,-93.77008,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Winter Rye,non-legume,Corn,,,,,,,,,,,,8.21,6.96,3.49,2.14,,,,,,,,,,,USA,,Iowa,Ames,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,120,33,"Parkin, T.B., & Kaspar, T.C. (2006). Nitrous oxide emissions from corn-soybean in the Midwest. Journal of Environmental Quality, 35, 1496-1506.",https://doi.org/10.2134/jeq2005.0183,3,42.02008,-93.77008,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Winter Rye,non-legume,Soybean,,,,,,,,,,,,15.4,11.3,7.33,2.41,,no,,,,,,,,,USA,,Iowa,Ames,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,122,6,"Sapkota, T.B., Shankar, V., Rai, M., Jat, M.L., Stirling, C.M, Singh, L.K., … Grewal, M.S. (2017). Reducing global warming potential through sustainable intensification of basmati rice-wheat systems in India. Sustainability, 9, 1044.",http://doi.org/10.3390/su9061044,3,29.809722,76.921111,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,Green Gram,legume,Rice,,,,,,,,,,,,2.04,1.37,0.7621,0.17321,,,,,,,,,,,India,,Karnal,Taraori,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,124,6,"Sapkota, T.B., Shankar, V., Rai, M., Jat, M.L., Stirling, C.M, Singh, L.K., … Grewal, M.S. (2017). Reducing global warming potential through sustainable intensification of basmati rice-wheat systems in India. Sustainability, 9, 1044.",http://doi.org/10.3390/su9061044,3,29.809722,76.921111,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,Green Gram,legume,Rice,,,,,,,,,,,,2.03,2.68,0.36373,0.74478,,,,,,,,,,,India,,Karnal,Taraori,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,126,6,"Sapkota, T.B., Shankar, V., Rai, M., Jat, M.L., Stirling, C.M, Singh, L.K., … Grewal, M.S. (2017). Reducing global warming potential through sustainable intensification of basmati rice-wheat systems in India. Sustainability, 9, 1044.",http://doi.org/10.3390/su9061044,3,29.809722,76.921111,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",India paddy rice system,Green Gram,legume,Rice,,,,,,,,,,,,2.19,2.73,0.6755,1.33368,,,,,,,,,,,India,,Karnal,Taraori,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,128,6,"Sapkota, T.B., Shankar, V., Rai, M., Jat, M.L., Stirling, C.M, Singh, L.K., … Grewal, M.S. (2017). Reducing global warming potential through sustainable intensification of basmati rice-wheat systems in India. Sustainability, 9, 1044.",http://doi.org/10.3390/su9061044,3,29.809722,76.921111,,Tropical upland annual/perennial cropland (Plantation/Tropical),tropical CC species: Green Gram,Green Gram,legume,Wheat,,,,,,,,,,,,2.17,2.48,1.45492,1.73205,,,,,,,,,,,India,,Karnal,Taraori,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,130,6,"Sapkota, T.B., Shankar, V., Rai, M., Jat, M.L., Stirling, C.M, Singh, L.K., … Grewal, M.S. (2017). Reducing global warming potential through sustainable intensification of basmati rice-wheat systems in India. Sustainability, 9, 1044.",http://doi.org/10.3390/su9061044,3,29.809722,76.921111,,Tropical upland annual/perennial cropland (Plantation/Tropical),tropical CC species: Green Gram,Green Gram,legume,Wheat,,,,,,,,,,,,2.41,1.97,2.04382,0.88335,,,,,,,,,,,India,,Karnal,Taraori,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,132,6,"Sapkota, T.B., Shankar, V., Rai, M., Jat, M.L., Stirling, C.M, Singh, L.K., … Grewal, M.S. (2017). Reducing global warming potential through sustainable intensification of basmati rice-wheat systems in India. Sustainability, 9, 1044.",http://doi.org/10.3390/su9061044,3,29.809722,76.921111,,Tropical upland annual/perennial cropland (Plantation/Tropical),tropical CC species: Green Gram,Green Gram,legume,Wheat,,,,,,,,,,,,1.43,1.69,0.45033,0.93531,,,,,,,,,,,India,,Karnal,Taraori,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,157,1,"Lehmann, R.M., & Osborne, S.L. (2013). Greenhouse gas fluxes from no-till rotated corn in the upper Midwest Agriculture, Ecosystems and Environment, 170, 1-9.",http://doi.org/10.1016/j.agee.2013.02.009,3,44.316667,-96.766667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),field peas/winter wheat,mixture,Corn,,3.91,,3.31,,,,nt,not incorporated,28.0,g/kg,0.866,0.817,,,,,,,,,,,,,USA,,South Dakota,Brookings,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,159,1,"Lehmann, R.M., & Osborne, S.L. (2013). Greenhouse gas fluxes from no-till rotated corn in the upper Midwest Agriculture, Ecosystems and Environment, 170, 1-9.",http://doi.org/10.1016/j.agee.2013.02.011,3,44.316667,-96.766667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),field peas/winter wheat,mixture,Corn,,1.56,,1.85,,,,nt,not incorporated,28.0,g/kg,1.13,1.43,,,,,,,,,,,,,USA,,South Dakota,Brookings,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,161,1,"Lehmann, R.M., & Osborne, S.L. (2013). Greenhouse gas fluxes from no-till rotated corn in the upper Midwest Agriculture, Ecosystems and Environment, 170, 1-9.",http://doi.org/10.1016/j.agee.2013.02.013,3,44.316667,-96.766667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),field peas/winter wheat,mixture,Corn,,1.91,,2.18,,,,nt,not incorporated,28.0,g/kg,1.14,1.36,,,,,,,,,,,,,USA,,South Dakota,Brookings,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,163,1,"Lehmann, R.M., & Osborne, S.L. (2013). Greenhouse gas fluxes from no-till rotated corn in the upper Midwest Agriculture, Ecosystems and Environment, 170, 1-9.",http://doi.org/10.1016/j.agee.2013.02.015,3,44.316667,-96.766667,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),field peas/winter wheat,mixture,Corn,,2.23,,2.63,,,,nt,incorporated,28.0,g/kg,1.33,1.54,,,,,,,,,,,,,USA,,South Dakota,Brookings,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,458,31,"Boardman, D.L., Easterby, S., Clark, K.M., Kitchen, N.R., Staples, J.S., Reinbott, T.M., & Kremer, R.J. (2018). Do tillage, cover crops, and compost management within organic grain cropping  affect greenhouse gas emissions? Agronomy Journal, 110, 1893-1904.",https://doi.org/10.2134/agronj2018.01.0023,3,37.982005,-91.722382,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Ceral Rye + Hariy Vetch,mixture,Corn,,1369.0,,920.0,,,,ct,incorporated,,,1.6,1.2,,,,yes,Organic_Compost,1.5×relative to recommended,,,,,,y,USA,,Missouri,Columbia,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,181,31,"Boardman, D.L., Easterby, S., Clark, K.M., Kitchen, N.R., Staples, J.S., Reinbott, T.M., & Kremer, R.J. (2018). Do tillage, cover crops, and compost management within organic grain cropping  affect greenhouse gas emissions? Agronomy Journal, 110, 1893-1904.",https://doi.org/10.2134/agronj2018.01.0023,3,37.982005,-91.722382,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Cereal Rye,non-legume,Soybean,,0.257,,0.77,,,,nt,not incorporated,,,,,,,,,,,,,,,,y,USA,,Missouri,Columbia,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,184,31,"Boardman, D.L., Easterby, S., Clark, K.M., Kitchen, N.R., Staples, J.S., Reinbott, T.M., & Kremer, R.J. (2018). Do tillage, cover crops, and compost management within organic grain cropping  affect greenhouse gas emissions? Agronomy Journal, 110, 1893-1904.",https://doi.org/10.2134/agronj2018.01.0023,3,37.982005,-91.722382,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Ceral Rye + Hairy Vetch,mixture,Corn,,1057.0,,867.0,,,kg CO2–C ha−1 for 3 three years,ct,incorporated,,,0.5,0.2,,,,no,Organic_Compost,0×relative to recommended,,,,,,y,USA,,Missouri,Columbia,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,187,31,"Boardman, D.L., Easterby, S., Clark, K.M., Kitchen, N.R., Staples, J.S., Reinbott, T.M., & Kremer, R.J. (2018). Do tillage, cover crops, and compost management within organic grain cropping  affect greenhouse gas emissions? Agronomy Journal, 110, 1893-1904.",https://doi.org/10.2134/agronj2018.01.0023,3,37.982005,-91.722382,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Cereal Rye,non-legume,Soybean,,1.02,,0.329,,,,nt,not incorporated,,,0.1,0.1,,,,no,,,,,,,,y,USA,,Missouri,Columbia,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,193,31,"Boardman, D.L., Easterby, S., Clark, K.M., Kitchen, N.R., Staples, J.S., Reinbott, T.M., & Kremer, R.J. (2018). Do tillage, cover crops, and compost management within organic grain cropping  affect greenhouse gas emissions? Agronomy Journal, 110, 1893-1904.",https://doi.org/10.2134/agronj2018.01.0023,3,37.982005,-91.722382,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Ceral Rye + Hairy Vetch,mixture,Corn,,1328.0,,892.0,,,,ct,incorporated,,,1.7,1.6,,,,yes,Organic_Compost,1×relative to recommended,,,,,,y,USA,,Missouri,Columbia,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,196,31,"Boardman, D.L., Easterby, S., Clark, K.M., Kitchen, N.R., Staples, J.S., Reinbott, T.M., & Kremer, R.J. (2018). Do tillage, cover crops, and compost management within organic grain cropping  affect greenhouse gas emissions? Agronomy Journal, 110, 1893-1904.",https://doi.org/10.2134/agronj2018.01.0023,3,37.982005,-91.722382,2012.0,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Cereal Rye,non-legume,Soybean,,1.115,,0.859,,,,nt,not incorporated,,,2.0,1.4,,,,no,,,,,,,,y,USA,,Missouri,Columbia,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,201,35,"Wegner, B.R., Chalise, K.S., Signh, S., Lai, L., Abagandura, G.O., Kumar, S., … & Jagadamma, S. (2018). Response of soil surface greenhouse gas fluxes to crop residue removal and cover crops under a corn-soybean rotation. Journal of Environmental Quality, 47, 1146-1154.",https://doi.org/10.2134/jeq2018.03.0093,3,44.314333,-96.75283,,Temperate upland annual cropland,USA temperate arable (corn-soybean-wheat belt),Rye + Hairy Vetch,mixture,Corn,UPLAND/DRYLAND,2358.0,211,2834.0,250.0,,cumulatted g ha−1,nt,not incorporated,28.0,g/kg,776.0,828.0,386.0,196.0,cumulated g ha−1,yes,66,kg N ha⁻¹,69.1,-112.6,35.0,52.0,,y,USA,,South Dakota,Brookings,,,,,,legume + non-legume,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,y,,,,,,,,,,,,,,,,1200.0,,,,,
