id,src_id,paper_id,paper_citation_APA,paper_doi,study_source,latitude,longitude,year,cropping_system_category,cropping_system_classification,CC_species,CC_types,cash_crop_specices,cash_crop_specices2,co2_cc,co2_cc_sd,co2_no_cc,co2_no_cc_sd,co2_n,co2_unit,tillage,residue_management,SOC_initial,SOC_initial_Unit,n2o_cc,n2o_no_cc,n2o_cc_sd,n2o_no_cc_sd,n2o_unit,FerStatus,N_fertilization,N_fertilization_unit,ch4_cc,ch4_no_cc,ch4_cc_sd,ch4_no_cc_sd,ch4_unit,duplicated_src,country,Trail/Commercial,region_state,specific_location,alt_m,soil_texture,prep,tem,dryland/non dryland,mixture_types,mixture_propotion,CC_plant_date,CC_end_date,CC.days,CC.duration,CC.aid,CC_plant_type,CC_plant_rate,CC_end_type,Plot_Area_ha,replications,nextMC_plant_date,MC_end_date,MC.days,MC _history,cash_crop_type,GHG-season,samplesize,SD,management combination,Initial_SOC,Initial_C_unit,Initial_TC,Initial_TN,Unnamed: 73,irrigation,irrigation_mm,BD,BD_unit,CEC,pH,soil_no3,soil_no3_unit,soil_nh4,soil_nh4_unit,soilTexture,TopographicalPosition,soilMoisture,soilMoisture_unite,WFPS,soilTem,cc_Dry_Biomass,ccBiomass_raw,CN_ratio,ccResidualsInput,cash_crop_season,manul checked & revised
327,429,2,"Li, X., Petersen, S. O., Sørensen, P., & Olesen, J.E. (2015). Effects of contrasting catch crops on nitrogen availability and nitrous oxide emissions in an organic cropping system. Agriculture, Ecosystems and Environment, 199, 382-393.",http://doi.org/10.1016/j.agee.2014.10.016,4,56.5,9.567,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,non-legume,Spring Barley,,,,,,,,,,,,0.5877,0.088,0.2112,0.0316,,,,,,,,,,y,Denmark,,Aarhus,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
328,430,2,"Li, X., Petersen, S. O., Sørensen, P., & Olesen, J.E. (2015). Effects of contrasting catch crops on nitrogen availability and nitrous oxide emissions in an organic cropping system. Agriculture, Ecosystems and Environment, 199, 382-393.",http://doi.org/10.1016/j.agee.2014.10.016,4,56.5,9.567,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,non-legume,Spring Barley,,,,,,,,,,,,0.1587,0.088,0.057,0.0316,,,,,,,,,,y,Denmark,,Aarhus,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
329,431,2,"Li, X., Petersen, S. O., Sørensen, P., & Olesen, J.E. (2015). Effects of contrasting catch crops on nitrogen availability and nitrous oxide emissions in an organic cropping system. Agriculture, Ecosystems and Environment, 199, 382-393.",http://doi.org/10.1016/j.agee.2014.10.016,4,56.5,9.567,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,legume,Spring Barley,,,,,,,,,,,,0.539,0.3159,0.1937,0.1135,,no,,,,,,,,y,Denmark,,Aarhus,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
331,433,2,"Li, X., Petersen, S. O., Sørensen, P., & Olesen, J.E. (2015). Effects of contrasting catch crops on nitrogen availability and nitrous oxide emissions in an organic cropping system. Agriculture, Ecosystems and Environment, 199, 382-393.",http://doi.org/10.1016/j.agee.2014.10.016,4,56.5,9.567,,Temperate upland annual cropland,Denmark – Northern European/Canadian temperate arable,,legume,Spring Barley,,,,,,,,,,,,0.3787,0.3159,0.1361,0.1135,,no,,,,,,,,y,Denmark,,Aarhus,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
446,672,82,"Maeda, T., Sugihara, S., Nishigaki, T., Miyamaru, N., Yoshida, K., Yamamoto, A., ... & Tanaka, H. (2021). Nitrous oxide emissions from a sugarcane field with green manure and chemical fertilizer applications in Okinawa, Japan. Japan Agricultural Research Quarterly: JARQ, 55(1), 17-27.",,4,25.9333333333333,131.310532,,Temperate upland annual cropland,Japan soybean/upland system,,legume,,,,,,,,,,,,,105.1724,54.3103,15.5172,5.1724,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
536,1126,104,"Wang, Z., Zhai, L., Xiong, S., Li, X., Han, Y., Wang, G., ... & Li, Y. (2021). February orchid cover crop improves sustainability of cotton production systems in the Yellow River basin. Agronomy for Sustainable Development, 41, 1-16.",,4,36.1,114.35,,Mediterranean–semiarid upland cropland,lat=36.10 subtropical/Med zone,,non-legume,,,,,,,,,,,,,0.6933,0.6471,0.2492,0.2326,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
537,1127,104,"Wang, Z., Zhai, L., Xiong, S., Li, X., Han, Y., Wang, G., ... & Li, Y. (2021). February orchid cover crop improves sustainability of cotton production systems in the Yellow River basin. Agronomy for Sustainable Development, 41, 1-16.",,4,36.1,114.35,,Mediterranean–semiarid upland cropland,lat=36.10 subtropical/Med zone,,non-legume,,,,,,,,,,,,,1.2017,0.8782,0.4319,0.3156,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,y,,,,,,,,,,,,,,,,500.0,Mg ha⁻¹,,,,y
539,1129,104,"Wang, Z., Zhai, L., Xiong, S., Li, X., Han, Y., Wang, G., ... & Li, Y. (2021). February orchid cover crop improves sustainability of cotton production systems in the Yellow River basin. Agronomy for Sustainable Development, 41, 1-16.",,4,36.1,114.35,,Mediterranean–semiarid upland cropland,lat=36.10 subtropical/Med zone,,non-legume,,,,,,,,,,,,,1.8025,1.6639,0.6479,0.5981,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,y,,,,,,,,,,,,,,,,1200.0,,,,,y
591,1731,107,"Xu, G., Liu, X., Wang, Q., Yu, X., & Hang, Y. (2017). Integrated rice-duck farming mitigates the global warming potential in rice season. Science of the Total Environment, 575, 58-66.",,4,32.5833333333333,120.4,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",China paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,1.6,1.46,0.13,0.22,,,,,176.41,144.76,8.84,11.18,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
592,1732,107,"Xu, G., Liu, X., Wang, Q., Yu, X., & Hang, Y. (2017). Integrated rice-duck farming mitigates the global warming potential in rice season. Science of the Total Environment, 575, 58-66.",,4,32.5833333333333,120.4,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",China paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,1.66,1.56,0.13,0.21,,,,,151.43,129.03,9.17,14.7,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
601,1742,80,"Liu, W., Hussain, S., Wu, L., Qin, Z., Li, X., Lu, J., ... & Geng, M. (2016). Greenhouse gas emissions, soil quality, and crop productivity from a mono-rice cultivation system as influenced by fallow season straw management. Environmental Science and Pollution Research, 23, 315-328.",,4,30.0833333333333,113.75,,"Flooded paddy cropland (tropical–subtropical, Oryza sativa L. double/single season)",China paddy rice system,,legume,Paddy Rice,PADDY/FLOODED,,,,,,,,,,,0.9271,1.21,0.0272,0.1361,,,,,227.3733,277.6,14.8725,29.9298,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
612,1753,123,"Schmatz, R., Recous, S., Weiler, D. A., Pilecco, G. E., Schu, A. L., Giovelli, R. L., & Giacomini, S. J. (2020). How the mass and quality of wheat and vetch mulches affect drivers of soil N2O emissions. Geoderma, 372, 114395.",,4,-29.715,-53.7063888888889,,Tropical upland annual/perennial cropland (Plantation/Tropical),Brazil – tropical cropping system,,legume,,,,,,,,,,,,,4.4943,0.9429,1.6154,0.3389,,yes,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
613,1754,123,"Schmatz, R., Recous, S., Weiler, D. A., Pilecco, G. E., Schu, A. L., Giovelli, R. L., & Giacomini, S. J. (2020). How the mass and quality of wheat and vetch mulches affect drivers of soil N2O emissions. Geoderma, 372, 114395.",,4,-29.715,-53.7063888888889,,Tropical upland annual/perennial cropland (Plantation/Tropical),Brazil – tropical cropping system,,legume,,,,,,,,,,,,,8.1714,0.9429,2.9371,0.3389,,yes,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
614,1755,123,"Schmatz, R., Recous, S., Weiler, D. A., Pilecco, G. E., Schu, A. L., Giovelli, R. L., & Giacomini, S. J. (2020). How the mass and quality of wheat and vetch mulches affect drivers of soil N2O emissions. Geoderma, 372, 114395.",,4,-29.715,-53.7063888888889,,Tropical upland annual/perennial cropland (Plantation/Tropical),Brazil – tropical cropping system,,legume,,,,,,,,,,,,,6.4586,0.9429,2.3214,0.3389,,yes,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
615,1756,123,"Schmatz, R., Recous, S., Weiler, D. A., Pilecco, G. E., Schu, A. L., Giovelli, R. L., & Giacomini, S. J. (2020). How the mass and quality of wheat and vetch mulches affect drivers of soil N2O emissions. Geoderma, 372, 114395.",,4,-29.715,-53.7063888888889,,Tropical upland annual/perennial cropland (Plantation/Tropical),Brazil – tropical cropping system,,non-legume,,,,,,,,,,,,,2.31,0.9429,0.8303,0.3389,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
616,1757,123,"Schmatz, R., Recous, S., Weiler, D. A., Pilecco, G. E., Schu, A. L., Giovelli, R. L., & Giacomini, S. J. (2020). How the mass and quality of wheat and vetch mulches affect drivers of soil N2O emissions. Geoderma, 372, 114395.",,4,-29.715,-53.7063888888889,,Tropical upland annual/perennial cropland (Plantation/Tropical),Brazil – tropical cropping system,,non-legume,,,,,,,,,,,,,3.41,0.9429,1.2257,0.3389,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
617,1758,123,"Schmatz, R., Recous, S., Weiler, D. A., Pilecco, G. E., Schu, A. L., Giovelli, R. L., & Giacomini, S. J. (2020). How the mass and quality of wheat and vetch mulches affect drivers of soil N2O emissions. Geoderma, 372, 114395.",,4,-29.715,-53.7063888888889,,Tropical upland annual/perennial cropland (Plantation/Tropical),Brazil – tropical cropping system,,non-legume,,,,,,,,,,,,,3.3,0.9429,1.1861,0.3389,,,,,,,,,,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
677,1840,74,"Koga, N. (2013). Nitrous oxide emissions under a four-year crop rotation system in northern Japan: impacts of reduced tillage, composted cattle manure application and increased plant residue input. Soil Science and Plant Nutrition, 59(1), 56-68.",,4,43.008495,141.411415,,Temperate upland annual cropland,Japan soybean/upland system,,non-legume,,,,,,,,,,,,,3.6857,1.7429,1.3248,0.6264,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,y
